703,2039
704,2096
705,1997
706,2015
707,1983
708,2023
709,2031
710,2010
711,2084
712,1973
713,2066
714,1967
715,2035
716,2096
717,2054
718,1881
719,2014
720,2002
721,2071
722,2029
723,1995
724,1998
725,2047
726,2046
727,1964
728,2055
729,2054
730,1699
731,1954
732,2049
733,2028
734,2120
735,1999
736,1957
737,2015
738,2039
739,2024
740,2074
741,1907
742,1990
743,1980
744,1937
745,2069
746,2042
747,2105
748,2077
749,1988
750,2089
751,2106
752,2003
753,2005
754,2005
755,2070
756,2068
757,2024
758,2044
759,2064
760,2074
761,2046
762,2120
763,1565
764,1542
765,1747
766,1921
767,1967
768,2158
769,1855
770,2182
771,2195
772,2129
773,2051
774,2078
775,2097
776,2061
777,2058
778,1933
779,2136
780,2075
781,2121
782,2136
783,2098
784,1980
785,2081
786,2138
787,2113
788,2030
789,2076
790,2098
791,2104
792,2028
793,1939
794,2048
795,2128
796,2027
797,2020
798,2180
799,2064
800,1998
801,2112
802,2019
803,2020
804,2128
805,2034
806,2131
807,2041
808,2022
809,2055
810,2087
811,2050
812,2144
813,2110
814,2091
815,2060
816,2140
817,1812
818,2060
819,2118
820,2115
821,1825
822,2114
823,2111
824,2033
825,2170
826,2098
827,2141
828,2121
829,2165
830,2118
831,2227
832,2011
833,2190
834,2205
835,2121
836,1977
837,520
